receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,banking_transaction_id,is_matched,receipt_source,classification_bucket,classification_reason
215397,2012-10-13,LIQUOR BARN,20.04,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215398,2012-10-13,LIQUOR BARN,171.83,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215725,2012-10-13,COOP LIQUOR,39.78,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215726,2012-10-13,COOP LIQUOR,32.89,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215395,2012-10-17,LIQUOR BARN,103.00,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215391,2012-10-18,LIQUOR BARN,175.96,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215392,2012-10-18,LIQUOR BARN,12.72,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215393,2012-10-18,LIQUOR BARN,89.36,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215394,2012-10-18,LIQUOR BARN,51.70,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215386,2012-10-19,LIQUOR BARN,24.33,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215387,2012-10-19,LIQUOR BARN,97.97,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215388,2012-10-19,LIQUOR BARN,90.30,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215389,2012-10-19,LIQUOR BARN,143.68,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215390,2012-10-19,LIQUOR BARN,79.79,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215727,2012-10-19,COOP LIQUOR,254.21,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215728,2012-10-19,COOP LIQUOR,15.00,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215383,2012-10-20,LIQUOR BARN,5.01,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215384,2012-10-20,LIQUOR BARN,22.14,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215385,2012-10-20,LIQUOR BARN,154.97,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215656,2012-10-20,PLAZA LIQUOR TOWN,11.34,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215657,2012-10-20,PLAZA LIQUOR TOWN,14.12,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
217229,2012-10-20,MCINTIRE LIQUOR,63.92,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215758,2012-10-21,LIQUOR DEPOT,18.09,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215379,2012-10-26,LIQUOR BARN,15.74,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215380,2012-10-26,LIQUOR BARN,52.33,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215381,2012-10-26,LIQUOR BARN,93.00,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215382,2012-10-26,LIQUOR BARN,42.39,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215378,2012-10-27,LIQUOR BARN,38.09,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215323,2012-10-29,LIQUOR BARN,591.85,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215366,2012-10-29,LIQUOR BARN,10.58,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215367,2012-10-29,LIQUOR BARN,40.09,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215361,2012-10-31,LIQUOR BARN,56.53,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215564,2012-11-02,LIQUOR BARN,111.97,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215737,2012-11-02,LIQUOR DEPOT,23.28,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215566,2012-11-03,LIQUOR BARN,3.34,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215573,2012-11-04,LIQUOR BARN,87.38,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215533,2012-11-07,LIQUOR BARN,6.68,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215563,2012-11-12,LIQUOR BARN,60.74,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215571,2012-11-16,LIQUOR BARN,6.54,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215574,2012-11-16,LIQUOR BARN,55.49,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
